plan_id/id,id,state,tipo_proceso/id,clasificacion_id/id,nombre_proyecto_idu,centro_costo,nombre_punto_inversion,dependencia/id,dependencia/name,description,presupuesto,fuente/id,plazo_de_ejecucion,unidad_meta_fisica/id,cantidad_meta_fisica,localidad,fecha_radicacion,fecha_crp,fecha_acta_inicio,tipo_proceso_seleccion/id
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_73,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA CHILE (AC72),30446,INTERSECCION AV.CHILE AC72 X AV.C.CALI,__export__.hr_department_36,DTD,"Interventoría del estudio, diseño y construcción de la Intersección de la Avenida Chile por Avenida Ciudad de Cali (el valor incluye la interventoría)",263000000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,Engativá,2014-09-01,2014-12-15,2014-12-31,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_74,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA COLOMBIA (CRA 24),30392,AV.COLOMBIA AK24 DE CL76 A AV.MEDELLIN,__export__.hr_department_72,DTC,"Interventoría de los estudio, diseño y construcción de la Avenida El Tabor desde la Avenida La Conejera hasta la Avenida Ciudad de Cali",128800000,__export__.plan_contratacion_idu_fuente_55,8 meses,N/A,N/A,Barrios Unidos,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_75,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA COLOMBIA (CRA 24),30392,AV.COLOMBIA AK24 DE CL76 A AV.MEDELLIN,__export__.hr_department_72,DTC,"Estudio, diseño y construcción  de la Intersección de la  Avenida Alsacia desde la Avenida Constitución hasta la Avenida Boyacá",4060000000,__export__.plan_contratacion_idu_fuente_58,12 meses,km,,Barrios Unidos,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_76,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA COLOMBIA (CRA 24),30393,AV.COLOMBIA AK24 DE CL76 A AV.MEDELLIN,__export__.hr_department_72,DTC,"Interventoría al estudio, diseño y construcción de la Intersección de la  Avenida Alsacia desde la Avenida Constitución hasta la Avenida Boyacá",571200000,__export__.plan_contratacion_idu_fuente_55,12 meses,km,,Barrios Unidos,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_77,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA SAN JOSE ( AC 170),30255,AV.C.170 TRAMO AV COTA-AV.C.CALI,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. 170 - Av. Cota - Av. C. de Cali.,9000000000,__export__.plan_contratacion_idu_fuente_59,13 meses,Unidad predial,17,Suba,,2014-08-30,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_78,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_19,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA SAN JOSE ( AC 170),30256,AV.C.170 TRAMO AV COTA-AV.C.CALI,__export__.hr_department_66,DTDP,Reconocimiento economico a unidades sociales el proyecto Av. 170 - Av. Cota - Av. C. de Cali.,180000000,__export__.plan_contratacion_idu_fuente_59,13 meses,Unidad Social,76,Suba,,2014-09-30,2014-09-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_79,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA SAN JOSE ( AC 170),30372,AV.SAN JOSE AC170 AV.COTA AK91 A C.CALI,__export__.hr_department_72,DTC,"Estudio, diseño y construcción  de la Avenida Alsacia desde la Avenida El Tintal hasta la Avenida Ciudad de Cali",57434080000,__export__.plan_contratacion_idu_fuente_59,12 meses,Km,Esta información es competencia de proyectos,Suba,2014-07-30,2014-11-15,2014-11-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_80,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA SAN JOSE ( AC 170),30373,AV.SAN JOSE AC170 AV.COTA AK91 A C.CALI,__export__.hr_department_72,DTC,"Interventoría al estudio, diseño y construcción de la Avenida Alsacia desde la Avenida El Tintal hasta la Avenida Ciudad de Cali",7831920000,__export__.plan_contratacion_idu_fuente_59,12 meses,unidad,1,Suba,2014-07-30,2014-11-15,2014-11-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_81,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,23568,AVENIDA EL RINCÓN (KR 91 Y AC 131A) DESDE CARRERA 91 HASTA AVENIDA LA CONEJERA (TV97),__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. El Rincón Cra 91 - Av. La Conejera,57815000000,__export__.plan_contratacion_idu_fuente_5,13 meses,Unidad predial,312,Suba,,2014-08-30,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_82,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,23569,AVENIDA EL RINCÓN (KR 91 Y AC 131A) DESDE CARRERA 91 HASTA AVENIDA LA CONEJERA (TV97),__export__.hr_department_72,DTC,"Interventoría del estudio, diseño y construcción de la Avenida Constitución desde la Avenida Alsacia hasta la Avenida Centenario",22243419000,__export__.plan_contratacion_idu_fuente_5,12 meses,Km,"1,6",Suba,2014-03-30,2014-06-15,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_83,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,23570,AVENIDA EL RINCÓN (KR 91 Y AC 131A) DESDE CARRERA 91 HASTA AVENIDA LA CONEJERA (TV97),__export__.hr_department_72,DTC,Estudio diseño y construcción de la Avenida Boyacá desde la Avenida San José hasta la Avenida San Antonio,3033194000,__export__.plan_contratacion_idu_fuente_5,12 meses,unidad,1,Suba,2014-03-30,2014-06-15,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_84,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,30370,AV.EL RINCON DE AV.BOYACA A CRA.91,__export__.hr_department_72,DTC,"Interventoría del estudio, diseño y construcción de la Avenida Boyacá desde la Avenida San José hasta la Avenida San Antonio",29225680000,__export__.plan_contratacion_idu_fuente_58,12 meses,Km,2,Suba,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_85,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,30371,AV.EL RINCON DE AV.BOYACA A CRA.91,__export__.hr_department_72,DTC,"Estudio, diseño y construcción de la Avenida Ciudad de Cali desde la Avenida Bosa hasta la Avenida San Bernardino",3985320000,__export__.plan_contratacion_idu_fuente_58,12 meses,unidad,1,Suba,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_3
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_86,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,30374,INTERSECCION AV.RINCON X AV.BOYACA,__export__.hr_department_72,DTC,"Interventoría de los estudio, diseño y construcción de la Avenida Ciudad de Cali desde la Avenida Bosa hasta la Avenida San Bernardino",48961440000,__export__.plan_contratacion_idu_fuente_58,12 meses,Km,2,Suba,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_87,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,30375,INTERSECCION AV.RINCON X AV.BOYACA,__export__.hr_department_72,DTC,Estudio diseño y construcción de la Avenida la sirena entre la carrera 9 y la carrera 19,6676560000,__export__.plan_contratacion_idu_fuente_58,12 meses,unidad,1,Suba,2014-01-30,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_88,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,30433,AVENIDA EL RINCÓN (KR 91 Y AC 131A) DESDE CARRERA 91 HASTA AVENIDA LA CONEJERA (TV97),__export__.hr_department_36,DTD,"Estudio, diseño y construcción de la Avenida El Rincón desde la carrera 91 hasta La Conejera",1112172000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,Suba,2014-04-01,2014-07-15,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_89,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA EL RINCON,30434,AVENIDA EL RINCÓN (KR 91 Y AC 131A) DESDE CARRERA 91 HASTA AVENIDA LA CONEJERA (TV97),__export__.hr_department_36,DTD,"Interventoría de los estudio, diseño y construcción de la Avenida El Rincón desde la carrera 91 hasta La Conejera",151828000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,Suba,2014-04-01,2014-07-15,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_90,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30251,AV.J.C.MUTIS TRAMO:CR.114-CR.122,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. José Celestino Mutis - Cra 114 - Cra 122,10586000000,__export__.plan_contratacion_idu_fuente_56,13 meses,Unidad predial,93,Engativá,,2014-03-30,2014-03-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_91,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30253,AV.JOSÉ C.MUTIS DE AK. 70- AV.BOYACA,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. José Celestino Mutis - Ak 70 - Av. Boyacá,10260937000,__export__.plan_contratacion_idu_fuente_20,13 meses,Unidad predial,25,Engativá,,2014-06-30,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_92,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30253,AV.JOSÉ C.MUTIS DE AK. 70- AV.BOYACA,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. José Celestino Mutis - Ak 70 - Av. Boyacá,4500000000,__export__.plan_contratacion_idu_fuente_56,13 meses,Unidad predial,11,Engativá,,2014-06-30,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_93,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30424,INTERS.AV.J.CELESTINO M.AC.63 X AV.BOYAC,__export__.hr_department_72,DTC,"Estudio, diseño y construcción de la Avenida Jorge Gaitán Cortés desde la Avenida Boyacá a la Avenida Congreso Eucarístico",31038480000,__export__.plan_contratacion_idu_fuente_58,18 meses,Unidad,2,Engativá,,,,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_12
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_94,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30425,INTERS.AV.J.CELESTINO M.AC.63 X AV.BOYAC,__export__.hr_department_72,DTC,"Interventoría del estudio, diseño y construcción de la Avenida Jorge Gaitán Cortés desde la Avenida Boyacá a la Avenida Congreso Eucarístico",4232520000,__export__.plan_contratacion_idu_fuente_58,18 meses,unidad,1,Engativá,,,,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_12
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_95,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30428,AV.J.CELESTINO M. AC63 CRA 114 A CRA 122,__export__.hr_department_72,DTC,"Estudio, diseño y construcción de la Avenida San Antonio desde la Avenida Paseo de Libertadores hasta la carrera 7",28763360000,__export__.plan_contratacion_idu_fuente_5,16 meses,Km,"1,3",Engativá,2014-04-01,2014-09-15,2014-09-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_96,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),30429,AV.J.CELESTINO M. AC63 CRA 114 A CRA 122,__export__.hr_department_72,DTC,"Interventoría del estudio, diseño y construcción de la Avenida San Antonio desde la Avenida Paseo de Libertadores hasta la carrera 7",3922000000,__export__.plan_contratacion_idu_fuente_5,16 meses,unidad,1,Engativá,2014-08-01,2014-12-01,2014-12-31,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_97,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),31708,AV.JOSÉ C.MUTIS DE AK. 70- AV.BOYACA,__export__.hr_department_72,DTC,"Estudio, diseños de la Avenida San Antonio desde la Avenida Boyacá hasta la Avenida Paseo de los Libertadores",30320400000,__export__.plan_contratacion_idu_fuente_58,12 meses,km,"0,8",Engativá,,,,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_12
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_98,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. JOSE CELESTINO MUTIS (AC 63),31709,AV.JOSÉ C.MUTIS DE AK. 70- AV.BOYACA,__export__.hr_department_72,DTC,"Interventoría del estudio, diseños de la Avenida San Antonio desde la Avenida Boyacá hasta la Avenida Paseo de los Libertadores",4134600000,__export__.plan_contratacion_idu_fuente_58,12 meses,un,1,Engativá,,,,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_12
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_99,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA VILLAVICENCIO  (AC 43 SUR),30287,AVENIDA VILLAVICENCIO  (AC 43 SUR),__export__.hr_department_72,DTC,"Interventoría estudio, diseño y construcción de las RAPS Carvajal",420000000,__export__.plan_contratacion_idu_fuente_3,N/A,N/A,N/A,Kennedy,,,,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_100,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA CALLE 1,30261,AV. LA HORTUA (CL.1) DE CR.6 - AV.CR.10,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. La Hortúa - Cra 6 - AK 10.,4914000000,__export__.plan_contratacion_idu_fuente_56,13 meses,Unidad predial,54,San Cristóbal,,2014-08-30,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_101,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_19,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA CALLE 1,30262,AV. LA HORTUA (CL.1) DE CR.6 - AV.CR.10,__export__.hr_department_66,DTDP,Reconocimiento económico a unidades sociales  para el proyecto Av. La Hortúa - Cra 6 - AK 10.,250000000,__export__.plan_contratacion_idu_fuente_3,13 meses,Unidad Social,106,San Cristóbal,,2014-09-30,2014-09-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_102,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV. CIRCUNV. AV. CERROS,30426,AV.DE CERROS (AV.CIRCUNV.)DE CL9 A ACL6,__export__.hr_department_72,DTC,"Estudio, diseño y construcción de las RAPS Rincón",7888370000,__export__.plan_contratacion_idu_fuente_37,8 meses,Km_carril,"1,2",Santa Fe,2014-01-01,2014-05-15,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_103,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA PRIMERO DE MAYO,23584,AVENIDA PRIMERO DE MAYO DESDE KR 3 ESTE HASTA CALLE 11 SUR,__export__.hr_department_36,DTD,"Estudio, diseño  y construcción de la Avenida Primero de Mayo en los tramos comprendidos entre la carrera 3 este hasta la calle 11 sur (el valor incluye la interventoría)",228000000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,San Cristóbal,2014-09-01,2014-12-15,2014-12-31,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_104,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA PRIMERO DE MAYO,23585,AVENIDA PRIMERO DE MAYO DESDE KR 3 ESTE HASTA CALLE 11 SUR,__export__.hr_department_36,DTD,"Interventoría estudio, diseño y construcción de la Avenida Primero de Mayo en los tramos comprendidos entre la carrera 3 este hasta la calle 11 sur (el valor incluye la interventoría)",31000000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,San Cristóbal,2014-09-01,2014-12-15,2014-12-31,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_105,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA PRIMERO DE MAYO,23586,AVENIDA PRIMERO DE MAYO DESDE KR 3 ESTE HASTA CALLE 11 SUR,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. 1 de Mayo - Cra 3 - cll 11 Sur,4566712000,__export__.plan_contratacion_idu_fuente_5,13 meses,Unidad predial,20,San Cristóbal,,2014-08-30,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_106,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA PRIMERO DE MAYO,23587,AVENIDA PRIMERO DE MAYO DESDE KR 3 ESTE HASTA CALLE 11 SUR,__export__.hr_department_72,DTC,"Interventoría del estudio, diseño y construcción de la Avenida Bosa en el tramo comprendido entre la Avenida Ciudad de Cali hasta la Avenida El Tintal",5174560000,__export__.plan_contratacion_idu_fuente_5,17 meses,Km,"0,5",San Cristóbal,2014-08-30,2014-12-15,2014-12-31,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_107,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,23553,AVENIDA BOSA DESDE AVENIDA CIUDAD DE CALI HASTA AVENIDA TINTAL,__export__.hr_department_36,DTD,"Estudio, diseño y construcción de la Avenida Bosa en el tramo comprendido entre la Avenida Ciudad de Cali hasta la Avenida El Tintal",1209000000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,Bosa,2014-04-01,2014-07-15,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_108,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,23554,AVENIDA BOSA DESDE AVENIDA CIUDAD DE CALI HASTA AVENIDA TINTAL,__export__.hr_department_36,DTD,"Interventoría del estudio, diseño y construcción de la Avenida Bosa en el tramo comprendido entre la Avenida Ciudad de Cali hasta la Avenida El Tintal",165000000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,Bosa,2014-04-01,2014-07-15,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_109,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_20,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,23555,AVENIDA BOSA DESDE AVENIDA CIUDAD DE CALI HASTA AVENIDA TINTAL,__export__.hr_department_66,DTDP,Adquisición predial  para el proyecto Av. Bosa - Av. C. Cali - Av El Tintal.,44951000000,__export__.plan_contratacion_idu_fuente_5,13 meses,Unidad predial,511,Bosa,,2014-08-30,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_110,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,23556,AVENIDA BOSA DESDE AVENIDA CIUDAD DE CALI HASTA AVENIDA TINTAL,__export__.hr_department_72,DTC,"Interventoría al estudio, diseño y construcción de la Intersección de la  Avenida Alsacia desde la Avenida Constitución hasta la Avenida Boyacá",24182614000,__export__.plan_contratacion_idu_fuente_5,17 meses,Km,"1,6",Bosa,2014-03-30,2014-06-15,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_111,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,23557,AVENIDA BOSA DESDE AVENIDA CIUDAD DE CALI HASTA AVENIDA TINTAL,__export__.hr_department_72,DTC,"Estudio, diseño y construcción de la Intersección de la  Avenida Alsacia desde la Avenida Boyacá hasta la Avenida Ciudad de Cali",3297629000,__export__.plan_contratacion_idu_fuente_5,ENTREGA FACT. FEB/14,Consultoría,1,Bosa,2014-06-03,2014-09-15,2014-09-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_112,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,30420,"AV. BOSA, TRAMO AV. AGOB.MEJÍA-AV.C.CALI",__export__.hr_department_72,DTC,"Interventoría del estudio, diseño y construcción de la Intersección de la  Avenida Alsacia desde la Avenida Boyacá hasta la Avenida Ciudad de Cali",44716320000,__export__.plan_contratacion_idu_fuente_5,16 meses,Km,"1,3",Bosa,2014-07-30,2014-11-15,2014-11-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_113,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AVENIDA BOSA,30421,"AV. BOSA, TRAMO AV. AGOB.MEJÍA-AV.C.CALI",__export__.hr_department_72,DTC,"Estudio, diseño y construcción de la Avenida Alsacia desde la Avenida El Tintal hasta la Avenida Ciudad de Cali",6097680000,__export__.plan_contratacion_idu_fuente_5,16 meses,Km,"1,3",Bosa,2014-07-30,2014-11-15,2014-11-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_114,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_15,AV EL TABOR (CLL 131),23591,AVENIDA TABOR DESDE AVENIDA LA CONEJERA HASTA AV. CIUDAD DE CALI,__export__.hr_department_36,DTD,"Estudio, diseño y construcción de la Avenida El Tabor desde la Avenida La Conejera hasta la Avenida Ciudad de Cali",726000000,__export__.plan_contratacion_idu_fuente_5,8 meses,1,UN,Suba,2014-04-01,2014-07-15,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
